Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Beagle,6.7,46.8,Male,Brindle,Short,Smooth,4.0,4.0,0.0,Giant,1,Indoor_Now,Winter,0.0,0.0,4.580349722474102,79.07803158162591,18.52,51.82,21.19,54.49,32.50909090909091,15.570476249611975,27.21577110593884,1.7195911818125051,7.878364727250021,8,2.67,2.67,37.972257805997,0,1,1,0,0.052000000000000005,0,0,Normal
Weimaraner,2.6,37.2,Male,Cream,Short,Smooth,5.0,5.0,0.0,Large,1,Outdoor_Now,Fall,2.6914854159841752,-0.3520261639075021,20.46343918623023,81.4478110903484,20.46,81.45,28.4,91.6,29.863636363636363,14.363293348121658,41.25734695900475,0.9016575893007295,4.606630357202918,5,7.94,10.15,38.99364185099114,0,0,0,1,0.002,0,0,Normal
Beagle,10.7,25.8,Female,Tan,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,13.239660706919755,75.1057977652366,20.25,51.02,22.85,54.4,32.50909090909091,15.570476249611975,49.85611882555689,0.5174891389013335,3.069956555605334,3,2.6,3.38,38.15426129406294,0,0,0,0,0.0,0,0,Normal
Chihuahua,6.2,17.1,Female,Brown,Short,Smooth,4.0,4.0,0.0,Medium,0,Indoor_Now,Spring,0.0,0.0,27.0944243494345,71.82424394097988,23.02,50.36,25.5,53.99,30.25,16.02325437765574,16.39191440872017,1.0431972479616625,5.17278899184665,5,2.48,3.63,39.164631403370706,0,0,0,0,0.0,0,0,Normal
Alaskan Malamute,-2.4,50.2,Male,Red,Medium,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,30.857003468849854,75.34950788149298,23.77,51.07,26.98,56.41,34.63636363636363,14.87648360029225,40.249602285742384,1.2472172928223528,5.988869171289411,6,3.21,5.34,39.48440423909886,0,0,0,0,0.022,0,0,Normal
Dachshund,13.1,41.0,Male,Merle,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,13.941892185380365,56.53017582279835,20.39,47.31,22.72,50.02,33.88135593220339,14.82319331988604,5.386652735785244,7.611405823067818,31.44562329227127,9,2.33,2.71,39.130625246489444,1,1,1,0,0.052000000000000005,0,0,Normal
Havanese,7.1,36.5,Male,Blue,Long,Double,3.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,9.252081510333324,65.45930592831446,19.45,49.09,23.5,56.93,31.563636363636363,16.215862874179983,44.545532838744045,0.8193863149450007,4.277545259780003,4,4.05,7.84,39.1089611987843,0,0,0,0,0.002,0,0,Normal
Doberman Pinscher,4.7,-1.6,Male,White,Short,Smooth,5.0,4.0,0.0,Toy,1,Indoor_Now,Spring,0.0,0.0,20.343933652631605,90.86748157100233,21.67,54.17,23.92,56.84,30.075757575757574,16.58573122254428,-16.160301565540895,0.0990080533776504,1.3960322135106016,1,2.25,2.67,38.80708229664092,0,0,0,0,0.0,0,0,Normal
Doberman Pinscher,4.7,-1.6,Male,White,Short,Smooth,5.0,4.0,0.0,Toy,1,Indoor_Now,Winter,0.0,0.0,14.287215578899673,62.84825269005294,20.46,48.57,22.89,53.29,30.075757575757574,16.58573122254428,43.43923253145299,-0.03683306326467647,0.852667746941294,1,2.43,4.72,38.65903044704695,0,0,0,0,0.0,0,0,Normal
French Bulldog,9.1,52.4,Female,Brindle,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Spring,0.0,0.0,25.287109084240228,77.55987149628143,22.66,51.51,24.75,54.76,28.957142857142856,15.170944497156986,44.0470108173822,1.1896380487032157,5.758552194812863,6,2.09,3.25,39.116064677259956,0,0,1,0,0.072,0,0,Normal
Poodle,8.3,14.0,Female,Tricolor,Long,Curly,4.0,5.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,27.67174958678415,61.610124448260954,23.13,48.32,27.08,56.55,33.540983606557376,15.44730156639211,8.87506943774256,1.5774524467902082,7.309809787160833,7,3.95,8.23,40.51870170497989,0,1,1,0,0.022,0,1,Heat Stress
Border Collie,8.7,26.4,Female,Cream,Medium,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,40.87475087684285,89.04526740195088,25.77,53.81,29.1,60.55,30.526315789473685,15.913948579736465,-0.6693314257209231,-39.44234348710746,-156.76937394842983,1,3.33,6.74,39.18316961123908,0,0,0,1,0.0,0,0,Normal
Border Collie,8.7,26.4,Female,Cream,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,23.953781146717525,75.4299396127986,22.39,51.09,26.13,59.55,30.526315789473685,15.913948579736465,17.206947150921998,1.5342640253640467,7.137056101456187,7,3.74,8.46,39.45155669437903,0,1,1,0,0.022,0,0,Normal
Whippet,5.3,34.5,Male,Bicolor,Short,Smooth,4.0,4.0,0.0,Large,1,Outdoor_Now,Winter,2.3317737449149862,0.13132543218004566,10.319129946527015,67.16963331185896,10.32,67.17,17.31,77.0,32.666666666666664,15.193293197726764,54.93642925732993,0.6279985879387459,3.5119943517549834,4,6.99,9.83,38.516030846943366,0,0,0,1,0.002,0,0,Normal
Boston Terrier,5.9,37.9,Male,Gray,Short,Smooth,4.0,5.0,1.0,Large,1,Indoor_Now,Winter,0.0,0.0,10.447483036297495,54.36850395890268,19.69,46.87,21.97,51.97,33.0377358490566,18.50775540576576,30.078957298206518,1.2600170818507668,6.040068327403067,6,2.28,5.1,38.61846249569534,0,0,1,0,0.072,0,0,Normal
Boston Terrier,11.7,24.8,Female,Sable,Short,Smooth,4.0,5.0,1.0,Medium,0,Indoor_Now,Summer,0.0,0.0,32.87981859851749,75.41493070764714,24.18,51.08,26.57,54.4,33.0377358490566,18.50775540576576,38.67297201245011,0.6412747381301871,3.5650989525207484,4,2.39,3.32,39.396411130124626,0,0,1,0,0.042,0,0,Normal
Boston Terrier,16.4,64.3,Female,Blue,Short,Smooth,4.0,5.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,24.386607772456774,59.86724074652471,22.48,47.97,25.08,52.63,33.0377358490566,18.50775540576576,10.478872735302424,6.136156209186395,25.54462483674558,9,2.6,4.66,39.364825982948986,1,1,1,0,0.102,0,0,Normal
Pug,8.7,53.6,Male,Brown,Short,Smooth,3.0,5.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,21.982441204909698,48.37655251518023,22.0,45.68,24.37,47.75,33.6,17.300469646804387,27.6114175338257,1.941225941563365,8.764903766253461,9,2.37,2.07,38.70415978585769,0,1,1,0,0.102,1,0,Normal
French Bulldog,5.0,37.2,Male,Spotted,Short,Smooth,3.0,5.0,1.0,Large,0,Indoor_Now,Winter,0.0,0.0,14.91033969737234,59.839604331097334,20.58,47.97,22.93,49.7,28.957142857142856,15.170944497156986,34.36033584555409,1.0826436670238,5.3305746680952,5,2.35,1.73,37.796306391420245,0,0,1,0,0.042,0,0,Normal
Bernese Mountain Dog,6.0,5.0,Female,Blue,Medium,Double,4.0,4.0,0.0,Small,0,Indoor_Now,Summer,0.0,0.0,30.79674477430956,83.9978487889721,23.76,52.8,26.76,59.31,33.267857142857146,16.370140301979504,16.79540520717339,0.2977004685700872,2.190801874280349,2,3.0,6.51,39.41494474342083,0,0,0,0,0.0,0,0,Normal
Chihuahua,7.7,29.2,Male,Spotted,Short,Smooth,4.0,4.0,0.0,Large,1,Outdoor_Now,Spring,3.37910314708551,-0.38025734812123446,31.7428770463284,56.01872037733931,31.74,56.02,40.58,65.76,30.25,16.02325437765574,37.00937255871925,0.788989328410557,4.155957313642228,4,8.84,9.74,40.00753079197137,0,0,0,1,0.002,0,1,Heat Stress
Siberian Husky,8.7,43.2,Female,White,Medium,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,33.68267745147758,69.39447764275047,24.34,49.88,27.71,58.55,28.18867924528302,15.890317085200499,11.227891625146043,3.8475611844390327,16.39024473775613,9,3.37,8.67,39.664988337794036,0,1,1,0,0.052000000000000005,1,0,Normal
Maltese,14.2,40.4,Female,Bicolor,Long,Silky,3.0,3.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,34.66992573101824,78.96153351958878,24.53,51.79,28.0,58.99,31.346153846153847,13.70542273583796,23.28302385320545,1.735169806753344,7.940679227013376,8,3.47,7.2,40.04922968405483,1,1,1,0,0.042,0,1,Heat Stress
Bernese Mountain Dog,8.0,52.5,Female,Tricolor,Medium,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,26.922530984087,81.05552733409777,22.98,52.21,26.21,57.41,33.267857142857146,16.370140301979504,48.31961843446556,1.086515202333482,5.346060809333928,5,3.23,5.2,38.86462411807837,0,0,0,0,0.002,0,0,Normal
Yorkshire Terrier,2.0,26.0,Male,Red,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,33.131928419413356,88.30416224284582,24.23,53.66,28.21,61.56,29.471698113207548,14.228362484278883,17.030032674087433,1.5267146280676898,7.106858512270759,7,3.98,7.9,38.8897443801825,0,1,1,1,0.022,0,0,Normal
Cavalier King Charles Spaniel,5.0,36.7,Male,Gray,Medium,Wavy,3.0,3.0,1.0,Large,1,Indoor_Now,Spring,0.0,0.0,29.595961334618774,60.430454857158495,23.52,48.09,26.16,52.35,30.234375,15.476292353144535,47.93390312093406,0.7656376303721467,4.062550521488587,4,2.64,4.26,38.55944710137957,0,0,1,0,0.052000000000000005,0,0,Normal
Pembroke Welsh Corgi,7.5,39.3,Male,White,Short,Double,4.0,4.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,35.065032722455335,83.74070374449848,24.61,52.75,27.41,58.58,34.47761194029851,14.676675175623544,5.292005483945221,7.426296159221214,30.705184636884855,9,2.8,5.83,39.64141613586492,0,1,1,0,0.042,0,0,Normal
Beagle,8.3,38.2,Male,Brown,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,13.579531385787304,56.35516533496477,20.32,47.27,22.24,50.61,32.50909090909091,15.570476249611975,15.266416678777404,2.5022243794186294,11.008897517674518,9,1.92,3.34,38.65800749951281,0,1,1,0,0.052000000000000005,0,0,Normal
Cavalier King Charles Spaniel,0.5,47.5,Female,Brown,Medium,Wavy,3.0,3.0,1.0,Giant,1,Indoor_Now,Spring,0.0,0.0,30.618615062923602,56.264232271423666,23.72,47.25,26.57,53.44,30.234375,15.476292353144535,37.685182055263496,1.2604423651275865,6.041769460510346,6,2.85,6.19,39.18510160837099,0,0,1,0,0.072,0,0,Normal
Akita,10.8,43.2,Female,Brown,Medium,Double,4.0,3.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,11.691517753305446,61.898624303397845,19.94,48.38,23.12,55.96,31.686274509803923,14.360348458276954,21.640459009320907,1.9962607993385464,8.985043197354186,9,3.18,7.58,38.65812515202527,0,1,1,0,0.042,0,0,Normal
Chinese Shar-Pei,4.7,39.7,Female,Cream,Short,Smooth,3.0,3.0,0.0,Large,0,Outdoor_Now,Summer,3.4320472261938355,-0.7012795087523436,38.990806550143304,50.28699323424595,38.99,50.29,47.27,59.13,38.234375,14.039334976675413,26.887207126062442,1.476538630950546,6.906154523802184,7,8.28,8.84,40.095974476418554,0,1,1,0,0.012,0,1,Heat Stress
Poodle,5.3,-4.8,Male,Blue,Long,Curly,4.0,5.0,0.0,Toy,1,Indoor_Now,Fall,0.0,0.0,25.79485647699338,51.047298236535966,22.76,46.21,26.88,53.98,33.540983606557376,15.44730156639211,34.220160977912855,-0.14026818877614644,0.4389272448954138,1,4.12,7.77,38.53217724430592,0,0,0,0,0.0,0,0,Normal
Cocker Spaniel,7.5,45.2,Female,Black,Long,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,31.47064908623448,94.30017639397857,23.89,54.86,28.16,65.02,32.101694915254235,18.31872503022262,25.455341342649085,1.775658766133683,8.10263506453473,8,4.27,10.16,40.316539496670025,0,1,1,1,0.052000000000000005,0,1,Heat Stress
Australian Shepherd,9.7,21.2,Male,Sable,Medium,Double,5.0,4.0,0.0,Medium,1,Outdoor_Now,Winter,2.097792689619265,-0.35979777399469487,11.97377480989073,70.30824426232685,11.97,70.31,19.23,82.97,33.35294117647059,16.359490859329046,32.877147623869554,0.6448247957072869,3.5792991828291476,4,7.26,12.66,39.15924096098497,0,0,0,1,0.002,0,0,Normal
French Bulldog,6.0,27.9,Male,Black,Short,Smooth,3.0,5.0,1.0,Large,0,Indoor_Now,Summer,0.0,0.0,34.128269021965856,75.2028270547003,24.43,51.04,26.8,52.29,28.957142857142856,15.170944497156986,38.8163964781087,0.7187684208588186,3.8750736834352746,4,2.37,1.25,39.195302117350444,0,0,1,0,0.042,0,0,Normal
Rottweiler,11.2,29.2,Male,White,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,15.519399061846986,69.88609772785242,20.7,49.98,23.08,54.19,30.728813559322035,15.845224154137336,44.127217646811886,0.6617231168688844,3.6468924674755376,4,2.38,4.21,38.02885319564419,0,0,0,0,0.0,0,0,Normal
Pembroke Welsh Corgi,8.8,34.0,Female,Black and White,Short,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,18.951475323240125,95.32125048892888,21.39,55.06,24.25,61.41,34.47761194029851,14.676675175623544,-18.790028605254832,-1.8094703693261827,-6.237881477304731,1,2.86,6.35,37.949146506233994,0,0,0,1,0.0,0,0,Normal
Whippet,5.5,39.4,Female,Brown,Short,Smooth,4.0,4.0,0.0,Large,1,Outdoor_Now,Winter,2.025696460751984,-0.5544054307119387,15.763399189248624,58.10237786474116,15.76,58.1,21.47,65.93,32.666666666666664,15.193293197726764,18.1405387470936,2.171931084809292,9.687724339237167,9,5.71,7.83,38.85855480278517,0,1,1,1,0.052000000000000005,0,0,Normal
Border Collie,12.9,55.0,Female,Bicolor,Medium,Double,5.0,5.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,13.441547600937792,65.24532566239789,20.29,49.05,23.62,56.16,30.526315789473685,15.913948579736465,49.64887971473267,1.107779275504568,5.431117102018272,5,3.33,7.11,39.27100098542044,1,0,1,0,0.002,0,0,Normal
Border Collie,12.9,55.0,Female,Bicolor,Long,Silky,4.0,4.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,4.110665730948453,75.69484229466056,18.42,51.14,21.76,59.36,30.526315789473685,15.913948579736465,10.584938578097773,5.196062272274808,21.784249089099234,9,3.34,8.22,38.35321781871571,1,1,1,0,0.042,0,0,Normal
Beagle,12.5,48.3,Male,Bicolor,Short,Smooth,4.0,4.0,0.0,Giant,1,Indoor_Now,Summer,0.0,0.0,32.78075228749436,83.65753636990766,24.16,52.73,26.52,55.86,32.50909090909091,15.570476249611975,22.07654838843321,2.1878420099994575,9.75136803999783,9,2.36,3.13,39.68305171152619,1,1,1,0,0.052000000000000005,0,0,Normal
Labrador Retriever,10.5,23.2,Female,Tricolor,Short,Double,5.0,5.0,0.0,Medium,1,Outdoor_Now,Spring,2.674746150852117,-0.707425057197593,20.741245703940358,94.4783129150864,20.74,94.48,28.08,100.0,31.923076923076923,15.760270419007453,48.615173617844974,0.4772172610627903,2.908869044251161,3,7.34,5.52,38.89992353775554,0,0,0,1,0.0,0,0,Normal
Bloodhound,6.2,57.8,Female,White,Short,Smooth,3.0,3.0,0.0,Giant,1,Outdoor_Now,Spring,2.699545738653816,-0.2185952442326754,28.631750052339648,70.5251768263843,28.63,70.53,35.68,79.07,32.271186440677965,17.013007709594138,24.086171684702347,2.3997171803234316,10.598868721293726,9,7.05,8.54,39.54704450408726,0,1,1,1,0.052000000000000005,0,0,Normal
Poodle,9.1,52.4,Female,Merle,Long,Curly,4.0,5.0,0.0,Giant,0,Outdoor_Now,Spring,2.7513203796452874,-1.01840396409597,27.35485556444553,64.02307584585198,27.35,64.02,36.2,80.46,33.540983606557376,15.44730156639211,23.8602257305759,2.196123397644623,9.784493590578492,9,8.85,16.44,39.94459537188901,0,1,1,1,0.042,0,1,Heat Stress
Airedale Terrier,12.1,10.2,Male,Black,Short,Wiry,3.0,3.0,0.0,Small,1,Indoor_Now,Summer,0.0,0.0,27.943480584893777,63.69606148206978,23.19,48.74,24.95,48.46,31.818181818181817,13.997474519687218,28.831509754399043,0.3537796004055496,2.4151184016221983,2,1.76,-0.28,38.18390707257526,1,0,1,0,0.0,0,0,Normal
Pomeranian,12.1,37.2,Male,Gray,Long,Double,3.0,3.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,36.78050735770598,75.83189180223496,24.96,51.17,28.44,59.76,32.25,14.363813871537397,21.723116394795184,1.7124614776226605,7.849845910490642,8,3.48,8.59,39.71050773050481,1,1,1,0,0.052000000000000005,0,0,Normal
Miniature Schnauzer,3.4,48.0,Male,Merle,Medium,Wiry,3.0,4.0,0.0,Giant,1,Indoor_Now,Winter,0.0,0.0,7.853848617891369,61.385560223021635,19.17,48.28,21.5,53.45,35.29090909090909,15.122552115684128,32.22779251099767,1.4893976986981063,6.957590794792425,7,2.33,5.17,38.632262470834675,0,1,1,0,0.022,0,0,Normal
Maltese,6.0,21.9,Male,Blue,Long,Silky,3.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,29.123796452392053,64.6628043760291,23.42,48.93,27.21,54.05,31.346153846153847,13.70542273583796,37.03729220168983,0.5912959262988672,3.3651837051954687,3,3.79,5.12,40.211996271258506,0,0,0,0,0.0,0,1,Heat Stress
Miniature Schnauzer,8.3,37.3,Female,Merle,Medium,Wiry,3.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,32.35628221414551,75.92888123898325,24.07,51.19,26.6,52.52,35.29090909090909,15.122552115684128,35.444194479869694,1.0523585187183278,5.209434074873311,5,2.53,1.33,39.204260702644895,0,0,0,0,0.002,0,0,Normal
Chesapeake Bay Retriever,9.4,37.6,Female,Red,Medium,Wiry,4.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,24.656355516416966,71.58902990180322,22.53,50.32,24.97,54.85,28.192307692307693,15.003317883432057,18.179908071131827,2.0682172788159283,9.272869115263713,9,2.44,4.53,38.66283194207756,0,1,1,0,0.052000000000000005,0,0,Normal
Whippet,5.5,26.3,Female,Blue,Short,Smooth,4.0,4.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,37.421516323689545,68.48689905427725,25.08,49.7,27.03,51.11,32.666666666666664,15.193293197726764,15.998420545938739,1.643912280245462,7.575649120981848,8,1.95,1.41,39.012257757500045,0,1,1,0,0.042,0,0,Normal
Rottweiler,4.3,25.0,Male,Black and White,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,10.775684356980417,65.30476116019823,19.76,49.06,21.95,50.41,30.728813559322035,15.845224154137336,30.881901718304928,0.8095356376703158,4.238142550681263,4,2.19,1.35,39.31040245835813,0,0,0,0,0.0,0,0,Normal
Saint Bernard,0.6,30.0,Male,Black and White,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,19.306248378890615,54.04306112036075,21.46,46.81,23.49,49.47,34.2962962962963,14.315356090088146,47.809967121989054,0.6274842215108367,3.509936886043347,4,2.03,2.66,38.3400892381804,0,0,0,0,0.002,0,0,Normal
Dachshund,1.2,9.3,Female,Blue,Short,Smooth,3.0,4.0,0.0,Small,1,Indoor_Now,Winter,0.0,0.0,15.01856373893175,69.00160698343853,20.6,49.8,23.03,52.59,33.88135593220339,14.82319331988604,16.171032984499796,0.5751024074290249,3.3004096297160994,3,2.43,2.79,38.32982167634581,0,0,0,0,0.0,0,0,Normal
Havanese,3.8,29.2,Female,Black,Long,Double,3.0,5.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,31.34349465242457,78.4816394565468,23.87,51.7,27.84,61.8,31.563636363636363,16.215862874179983,44.728111662223526,0.6528332834730812,3.611333133892325,4,3.97,10.1,39.27487183642015,0,0,0,1,0.002,0,0,Normal
Havanese,9.4,13.3,Female,Black,Long,Double,3.0,5.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,34.91985230590081,77.2606244297271,24.58,51.45,28.48,62.68,31.563636363636363,16.215862874179983,24.63560704879205,0.5398689780064557,3.159475912025823,3,3.9,11.23,39.55927686284703,0,0,0,1,0.0,0,0,Normal
Papillon,10.0,5.5,Male,White,Medium,Silky,4.0,5.0,0.0,Small,1,Indoor_Now,Summer,0.0,0.0,35.26401419906925,33.15172062247754,24.65,42.63,27.67,50.59,32.125,16.89595822246608,50.499284333142626,0.10891243455484687,1.4356497382193876,1,3.02,7.96,39.710172178421715,0,0,0,0,0.0,0,0,Normal
Chesapeake Bay Retriever,7.4,38.7,Female,Gray,Medium,Wiry,4.0,3.0,0.0,Large,1,Outdoor_Now,Winter,2.4019497503971587,-0.46294188961941185,8.247771009354828,84.07698417358648,8.25,84.08,14.86,92.02,28.192307692307693,15.003317883432057,1.6276840875177427,23.7761125127287,96.1044500509148,9,6.61,7.94,39.315332175944235,0,1,1,1,0.052000000000000005,0,0,Normal
Chesapeake Bay Retriever,6.5,-13.3,Female,Bicolor,Medium,Wiry,4.0,3.0,0.0,Toy,1,Indoor_Now,Winter,0.0,0.0,6.932873760579199,61.88241753280868,18.99,48.38,21.03,53.03,28.192307692307693,15.003317883432057,11.42108009675324,-1.1645133286282525,-3.65805331451301,1,2.04,4.65,37.87075040670258,0,0,0,0,0.0,0,0,Normal
Rottweiler,10.6,15.9,Male,Black,Short,Smooth,3.0,4.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,17.034091829966606,97.24728776427744,21.01,55.45,23.48,56.83,30.728813559322035,15.845224154137336,66.597613431375,0.23874729409611703,1.9549891763844682,2,2.47,1.38,39.083578406351556,0,0,0,0,0.0,0,0,Normal
Cocker Spaniel,11.8,71.9,Female,Red,Long,Double,4.0,3.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,28.272311583436245,75.45799927357682,23.25,51.09,27.14,61.14,32.101694915254235,18.31872503022262,22.725053107733174,3.1639089976662342,13.655635990664937,9,3.89,10.05,38.79345025682274,0,1,1,1,0.052000000000000005,0,0,Normal
Pug,9.1,42.0,Male,Spotted,Short,Smooth,3.0,5.0,1.0,Large,0,Indoor_Now,Fall,0.0,0.0,26.387388395823674,71.9457504245556,22.88,50.39,25.04,53.2,33.6,17.300469646804387,25.055956132182075,1.6762481454880445,7.704992581952178,8,2.16,2.81,39.50144048464612,0,1,1,0,0.092,0,0,Normal
Rottweiler,12.7,48.3,Female,Merle,Short,Smooth,3.0,4.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,18.811149101523604,66.70345537481822,21.36,49.34,23.73,53.31,30.728813559322035,15.845224154137336,47.882230984287446,1.0087249279560437,5.034899711824175,5,2.37,3.97,38.75303945110363,1,0,1,0,0.002,0,0,Normal
Havanese,6.8,32.9,Male,Blue,Long,Double,3.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,13.26831358996701,62.927768542741894,20.25,48.59,24.03,55.07,31.563636363636363,16.215862874179983,12.681365672137972,2.594357804245332,11.377431216981329,9,3.78,6.48,39.68796996318572,0,1,1,0,0.052000000000000005,0,0,Normal
Saint Bernard,6.1,31.1,Male,Spotted,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,16.340434154425864,49.930348049333844,20.87,45.99,23.11,47.01,34.2962962962963,14.315356090088146,35.244339718701944,0.8824111970381785,4.529644788152714,5,2.24,1.02,38.19986783057557,0,0,0,0,0.002,0,0,Normal
Pug,-0.7,51.2,Male,Brown,Short,Smooth,3.0,5.0,1.0,Giant,1,Outdoor_Now,Spring,3.60056132782895,-0.6769691524908404,24.0922585004551,65.41022715201991,24.09,65.41,32.66,75.96,33.6,17.300469646804387,49.2463438210511,1.0396710908336262,5.158684363334505,5,8.57,10.55,39.858081074205465,0,0,1,1,0.052000000000000005,1,1,Heat Stress
Dachshund,11.2,31.2,Female,Gray,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,15.807034924243519,33.067167793759275,20.76,42.61,22.9,44.2,33.88135593220339,14.82319331988604,63.62435623327732,0.49037824265924007,2.96151297063696,3,2.14,1.59,39.154228702213025,0,0,0,0,0.0,0,0,Normal
Dachshund,9.7,38.2,Female,White,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,2.08253379891101,77.76406164949579,18.02,51.55,20.53,54.88,33.88135593220339,14.82319331988604,22.813868196868444,1.6744201233372402,7.697680493348961,8,2.51,3.33,38.353117506211625,0,1,1,0,0.052000000000000005,0,0,Normal
Jack Russell Terrier,1.7,19.0,Female,Cream,Short,Wiry,5.0,5.0,0.0,Medium,1,Outdoor_Now,Fall,1.9879298313819418,-0.5499808804464316,6.49133760205023,97.53203861970357,6.49,97.53,12.62,100.0,29.545454545454547,14.82842388395189,32.5375703539101,0.58394034321978,3.33576137287912,3,6.13,2.47,38.5356556882892,0,0,0,1,0.0,0,0,Normal
Whippet,8.8,19.0,Male,Tricolor,Short,Smooth,4.0,4.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,25.36713500404249,51.20781753742113,22.67,46.24,25.21,50.23,32.666666666666664,15.193293197726764,20.945262908355414,0.90712635516361,4.62850542065444,5,2.54,3.99,38.87867251251207,0,0,0,0,0.002,0,0,Normal
Dachshund,7.2,24.5,Male,Black,Short,Smooth,3.0,4.0,0.0,Medium,1,Outdoor_Now,Spring,3.4120577300430184,-1.0107178452734078,22.726533419406845,50.45521960248084,22.73,50.46,30.69,61.96,33.88135593220339,14.82319331988604,50.1306296548662,0.48872316523201254,2.95489266092805,3,7.96,11.5,39.05551931955308,0,0,0,1,0.0,0,0,Normal
Lhasa Apso,11.8,11.0,Female,Brindle,Long,Silky,3.0,3.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,31.71613949523817,84.37885776063476,23.94,52.88,27.54,60.84,29.946428571428573,15.75080909074156,33.502010974742795,0.3283384990916788,2.313353996366715,2,3.6,7.96,39.54902582610617,0,0,0,1,0.0,0,0,Normal
Siberian Husky,10.3,25.1,Male,Cream,Medium,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,29.745466695119784,93.38950643395418,23.55,54.68,26.91,61.56,28.18867924528302,15.890317085200499,30.853729171260525,0.8135159241424865,4.254063696569946,4,3.36,6.88,38.77733322118861,0,0,0,1,0.002,0,0,Normal
Bulldog,12.2,20.9,Female,Sable,Short,Smooth,3.0,4.0,1.0,Medium,1,Indoor_Now,Summer,0.0,0.0,34.03541688851684,72.07330061881311,24.41,50.41,26.38,52.16,34.6,14.820656255775308,4.406771483360451,4.742701108717891,19.970804434871564,9,1.97,1.75,40.4672913422934,1,1,1,0,0.102,1,1,Heat Stress
Cocker Spaniel,10.0,54.3,Male,Merle,Long,Double,4.0,3.0,0.0,Giant,1,Outdoor_Now,Fall,2.5547171671267432,-0.4708987067486653,13.786575134722867,70.59514762073904,13.79,70.6,22.44,84.21,32.101694915254235,18.31872503022262,55.64649808175187,0.9758026447634909,4.9032105790539635,5,8.65,13.61,39.69290096500431,0,0,0,1,0.002,0,0,Normal
